checkpoint_date,source_file,source_url,source_sha256,raw_rows_extracted,unique_symbols,unique_isins,duplicate_symbols,duplicate_company_names,suspect_rows,root_cause,fix_applied,post_fix_count,status
2017-10-31,NIFTY_200_Oct2017.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataOct2017.zip,aac9c50eeab36b3ecce5e5e198447467d2842bc2ba9ef80a641771462a21c506,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2017-11-30,NIFTY_200_Nov2017.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataNov2017.zip,aeffd41c9563e188c885f15efa3d5bc38d08b4dd5e5dd1369fa8b1d894222ef2,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2017-12-29,NIFTY_200_Dec2017.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataDec2017.zip,27a47b73a928143c9c0f247f50f07c1373316af6c00f55d75453051219d04db0,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-01-31,NIFTY_200_Jan2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJan2018.zip,1c1b11039bdf8da7e1125012e81f2be6332f7033de1a9daa6791d762b5e3e684,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-02-28,NIFTY_200_Feb2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataFeb2018.zip,05a681d96562d26d50eecf4b78b797f7cff1feba71693c9380aa28aff0f09cb3,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-03-28,NIFTY_200_Mar2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMar2018.zip,305403cfdf38817cf31dc8bf2b22bc69f6d579a11a80d588958b5cf20fd494c7,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-04-30,NIFTY_200_Apr2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2018.zip,93a2452b1f3edc991e9965cdf48b2e10c8ece23c5cb2ecc41fbcda98eb4ea0da,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-05-31,NIFTY_200_May2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMay2018.zip,38b09e4d781a102b521485bc0b704744962a0dbce18e92038ed997e2e7f39b2b,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-06-29,NIFTY_200_Jun2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJun2018.zip,35c518e9b77deae7f61f28d4c6f0f312d46d10a7d4e1f41a82f7ce20c9aee01f,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-07-31,NIFTY_200_Jul2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJul2018.zip,9fd4ace46b6c1e809f22060576fe7e3e62f1ad746818593c933b2573435e9440,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-08-31,NIFTY_200_Aug2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataAug2018.zip,88edd69c7399a2075e6c36b11bf1a6b6d19f915a9011f71549a861f96acd7c62,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-09-28,NIFTY_200_Sep2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataSep2018.zip,be9625d29f2c02efe216f538975ad1df950037a29862152fb50db675f785a023,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-10-31,NIFTY_200_Oct2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataOct2018.zip,124f94b04e047ffe18fe80b17b5fea5d8cf92593d3d75b71d0e90cbaae98c195,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-11-30,NIFTY_200_Nov2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataNov2018.zip,262c0645ba9a6e1070c0e45b87c675bbea8b1cf5e5da94c6efb8fb0622b62122,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2018-12-31,NIFTY_200_Dec2018.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataDec2018.zip,b7b2084dd3349be9405e54117362e85c5118d6bbccd5edd2f1e6304a0d7a8d44,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-01-31,NIFTY_200_Jan2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJan2019.zip,bf5e8acd6dcba671013874e21058cba19379fb83b221931628ef90d111d81f3d,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-02-28,NIFTY_200_Feb2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataFeb2019.zip,2a4c4743e8b20d2b5f2f11265f631b493b0a9f3250233f22bf5a7a383b4e57ec,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-03-29,NIFTY_200_Mar2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMar2019.zip,56dc9429612f7a1f5fc4b671343785ff950d465d7e1e8fcef56be9d8fd385a5e,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-04-30,NIFTY_200_Apr2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2019.zip,3c6d0ce5aef58047c2f81ae83690aa9601373a4af9fec14e2c83d474e59ee0bd,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-05-31,NIFTY_200_May2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMay2019.zip,87c41b86bcbc38e7a7891817c53f2dd86e789487e991c792fad6907879cadc29,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-06-28,NIFTY_200_Jun2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJun2019.zip,637818665439d6b836f4f128db18b3df7a89410ec24e5385ea4c37c7cce398e3,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-07-31,NIFTY_200_Jul2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJul2019.zip,2541d6174a3fc92dd6175eacb946acd5260d4cde8f872edc941389fcae4396c7,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-08-30,NIFTY_200_Aug2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataAug2019.zip,aeeca6ea45457b007b6857bc2b26f304a479bb4239cf7e5c3f420b00843b2120,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-09-30,NIFTY_200_Sep2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataSep2019.zip,c723c9640bca6c287498568b02b671c07ca589781e07e8f501a113cb6feaa0e2,201,201,200,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-10-31,NIFTY_200_Oct2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataOct2019.zip,efb12285610fb3c0cc07699ad727ab78d5b3d821c68caa9f33dca6e30dc251c2,201,201,200,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-11-29,NIFTY_200_Nov2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataNov2019.zip,3933aafbffda34e4f1767a4df0f7db6464dede5daecf4e8944387dc680e1464e,201,201,200,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2019-12-31,NIFTY_200_Dec2019.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataDec2019.zip,5f0f848bd0b5a13bd6a31cb73ceb55f6a99ac16030c9f578fb240acbfd9e7bd3,201,201,200,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2020-01-31,NIFTY_200_Jan2020.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJan2020.zip,3392685a8c0a3e06ef313354efe174e60c3d4dd62683f7e05cee3c436b62b721,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2020-02-28,NIFTY_200_Feb2020.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataFeb2020.zip,f79792707dbacba304fa94b0006eee80644b4314c4279cebbf2aa2db4f6c12eb,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2020-03-31,NIFTY_200_Mar2020.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMar2020.zip,00efbdb09265de37ecfc19e85d89e7f78ad3ffb4d003c8694d7a4c9b940d0e6c,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2020-04-30,NIFTY_200_Apr2020.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2020.zip,568cfe3a12c8345657534f58154fdde34504f68120f1b2a332dba4aaa0952911,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
2020-05-29,NIFTY_200_May2020.pdf,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMay2020.zip,e7d2700db2d0fd6502e393ab98641d41f1526753f4458a055acf99153b754a2e,201,201,201,,,ZEEL,Official checkpoint contains 201 unique constituent rows; no parser-created symbol or duplicate was found. Final-row disclaimer text is attached to ZEEL.,NONE; retained fail-closed for manual count/methodology review,201,MANUAL_REVIEW_REQUIRED_SOURCE_COUNT
