checkpoint_date,difference_type,symbol,source_checkpoint_date,source_checkpoint_sha256,resolution_status,notes
2013-09-30,MISSING_FROM_REPLAY,torntpharm,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-09-30,MISSING_FROM_REPLAY,wipro,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-09-30,UNEXPECTED_IN_REPLAY,amtekauto,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,coreedutec,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,cub,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,dhfl,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,gujratgas,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,gvkpil,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,indiainfo,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,ivrclinfra,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,jindalsaw,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,litl,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,madrascem,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-09-30,UNEXPECTED_IN_REPLAY,torntpower,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,MISSING_FROM_REPLAY,bergepaint,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,cmc,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,coromandel,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,crisil,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,infratel,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,mmtc,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,oberoirlty,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,pageind,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,ramcocem,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,sslt,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,thermax,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,torntpharm,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,upl,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,MISSING_FROM_REPLAY,wipro,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-10-31,UNEXPECTED_IN_REPLAY,amtekauto,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,coreedutec,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,cub,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,dhfl,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,gujratgas,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,gvkpil,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,indiainfo,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,ivrclinfra,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,jindalsaw,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,litl,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,madrascem,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,sesagoa,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,torntpower,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-10-31,UNEXPECTED_IN_REPLAY,uniphos,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,MISSING_FROM_REPLAY,bergepaint,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,cmc,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,coromandel,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,crisil,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,ibulhsgfin,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,infratel,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,mmtc,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,oberoirlty,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,pageind,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,ramcocem,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,sslt,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,thermax,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,torntpharm,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,upl,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,MISSING_FROM_REPLAY,wipro,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-11-29,UNEXPECTED_IN_REPLAY,amtekauto,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,coreedutec,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,cub,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,dhfl,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,gujratgas,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,gvkpil,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,indiainfo,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,ivrclinfra,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,jindalsaw,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,litl,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,madrascem,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,sesagoa,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,torntpower,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,uniphos,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-11-29,UNEXPECTED_IN_REPLAY,welcorp,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-12-31,MISSING_FROM_REPLAY,bergepaint,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,cmc,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,coromandel,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,crisil,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,ibulhsgfin,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,infratel,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,mmtc,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,oberoirlty,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,pageind,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,ramcocem,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,sslt,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,thermax,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,torntpharm,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,upl,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,MISSING_FROM_REPLAY,wipro,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,No authoritative 2012 anchor or complete certified event chain; symbol is in the official checkpoint but absent from diagnostic replay.
2013-12-31,UNEXPECTED_IN_REPLAY,amtekauto,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-12-31,UNEXPECTED_IN_REPLAY,coreedutec,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
2013-12-31,UNEXPECTED_IN_REPLAY,cub,2013-04-18,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,UNRESOLVED_MANUAL_REVIEW,Diagnostic reverse replay retains a symbol not present in the official checkpoint.
